"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","EH_ID","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","primary_infection","challenge_infection","mouse_strain","infection_history","Locality","Genome","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","InfectionStrain","contamination","InfectionHistoryTotal","total_oocysts","OPG"
"76","E10aFWR",NA,NA,NA,NA,NA,"LM0377","E10",18.02,18.02,100,NA,0,"primary","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","E10aFZA",82,59,55,59,1,"LM0372","E10",19.75,22.87,86.3576738084827,1.17,5,"primary","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275000,1089743.58974359
"78","E10aFZY",NA,NA,NA,NA,1,"LM0374","E10",NA,17.27,NA,NA,9,"primary","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","E10aGAF",0,0,0,0,1,"LM0386","E10",16.12,16.9,95.3846153846154,1.04,2,"primary","E88","E64","PWD_PWD","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"80","E10aGAW",NA,NA,NA,NA,1,"LM0374","E10",NA,17.27,NA,NA,10,"primary","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","E10aGAX",NA,NA,NA,NA,NA,"LM0383","E10",14.04,14.04,100,NA,0,"primary","E88","E88","PWD_PWD","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","E10aGBB",0,0,0,0,1,"LM0393","E10",17.27,16.97,101.767825574543,1.3,2,"primary","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"83","E10aGCI",110,114,97,107,1,"LM0376","E10",15.68,17.77,88.2386043894204,0.96,5,"primary","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2140000,2229166.66666667
"84","E10aGDN",0,0,0,0,1,"LM0394","E10",16.44,14.48,113.53591160221,1.02,6,"primary","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"85","E10aGEU",0,0,0,0,1,"LM0395","E10",15.62,15.38,101.560468140442,0.71,10,"primary","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"86","E10aGFV",99,120,132,108,1,"LM0376","E10",16.67,17.77,93.8097917839055,0.89,6,"primary","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2295000,2578651.68539326
"87","E10aGMG",0,2,1,0,1,"LM0375","E10",14.95,15.05,99.3355481727575,1.77,9,"primary","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,8474.57627118644
"88","E10aGMH",0,0,0,0,1,"LM0398","E10",16.93,15.67,108.040842373963,1.52,3,"primary","UNI","E88","SCHUNT_SCHUNT","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"89","E10aGNE",NA,NA,NA,NA,1,"LM0378","E10",NA,15.36,NA,NA,8,"primary","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","E10aGNT",16,18,17,23,1,"LM0371","E10",13.89,16.15,86.0061919504644,1.2,4,"primary","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370000,308333.333333333
"91","E10aGRE",0,1,0,1,1,"LM0388","E10",20.87,22.81,91.4949583516002,0.96,7,"primary","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,10416.6666666667
"92","E10aGRR",0,0,0,0,1,"LM0388","E10",22.64,22.81,99.2547128452433,0.59,1,"primary","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"93","E10aGSN",427,281,419,386,1,"LM0370","E10",16.11,16.25,99.1384615384615,1.24,6,"primary","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7565000,6100806.4516129
"94","E10aGTL",0,0,0,0,1,"LM0399","E10",14.59,15.27,95.5468238375901,0.53,1,"primary","UNI","E88","PWD_PWD","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"95","E10aGYP",3,4,8,9,1,"LM0373","E10",22.21,25.04,88.6980830670927,1.43,6,"primary","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,83916.0839160839
"96","E10aGYU",4,3,8,6,1,"LM0391","E10",14.05,15.73,89.319771137953,0.57,7,"primary","E88","UNI","PWD_PWD","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105000,184210.526315789
"97","E10aHBV",0,0,0,0,1,"LM0389","E10",17.26,19.47,88.6492039034412,1.02,11,"primary","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"98","E10aHBZ",0,0,0,0,1,"LM0391","E10",14.68,15.73,93.3248569612206,1.26,4,"primary","E88","UNI","PWD_PWD","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"99","E10aHEX",NA,NA,NA,NA,1,"LM0378","E10",NA,15.36,NA,NA,9,"primary","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","E10aHGR",0,0,0,0,1,"LM0383","E10",13.84,14.04,98.5754985754986,1.06,3,"primary","E88","E88","PWD_PWD","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"101","E10aHLL",0,0,0,0,1,"LM0378","E10",15.65,15.36,101.888020833333,0.61,2,"primary","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"102","E10aHRM",163,122,124,149,1,"LM0374","E10",12.59,17.27,72.9009843659525,0.44,6,"primary","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2790000,6340909.09090909
"103","E10aHRS",1,1,2,4,1,"LM0379","E10",15.64,14.8,105.675675675676,1.22,9,"primary","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,32786.8852459016
"104","E10aHVE",8,15,18,15,1,"LM0382","E10",15.81,17.96,88.0289532293987,0.66,5,"primary","E88","E88","PWD_PWD","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280000,424242.424242424
"105","E10aHXV",NA,NA,NA,NA,1,"LM0391","E10",NA,15.73,NA,NA,9,"primary","E88","UNI","PWD_PWD","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","E10aHZR",4,4,17,21,1,"LM0388","E10",19.45,22.81,85.2696185883385,0.56,8,"primary","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230000,410714.285714286
"107","E10aIAU",0,0,0,0,1,"LM0398","E10",17.97,15.67,114.677728142948,1.67,9,"primary","UNI","E88","SCHUNT_SCHUNT","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"108","E10aICP",NA,NA,NA,NA,NA,"LM0392","E10",24.31,24.31,100,NA,0,"primary","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","E10aIFB",0,0,0,0,1,"LM0382","E10",17.58,17.96,97.8841870824053,0.7,3,"primary","E88","E88","PWD_PWD","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"110","E10aIFF",0,0,0,0,1,"LM0397","E10",18.04,18.45,97.7777777777778,1.12,8,"primary","UNI","E64","PWD_PWD","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"111","E10aIKD",NA,NA,NA,NA,1,"LM0378","E10",NA,15.36,NA,NA,10,"primary","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","E10aIKG",0,0,0,0,1,"LM0397","E10",18.67,18.45,101.192411924119,1.1,9,"primary","UNI","E64","PWD_PWD","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"113","E10aIKU",0,0,0,0,1,"LM0381","E10",14.81,14.8,100.067567567568,0.97,4,"primary","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"114","E10aIMD",0,0,0,0,1,"LM0373","E10",23.22,25.04,92.7316293929712,1.82,9,"primary","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"115","E10aIMN",6,9,7,4,1,"LM0373","E10",22.12,25.04,88.3386581469649,1.41,7,"primary","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,92198.5815602837
"116","E10aIVO",0,0,0,0,1,"LM0373","E10",23.39,25.04,93.4105431309904,1.39,3,"primary","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"117","E10aIXJ",0,0,0,0,1,"LM0399","E10",15.03,15.27,98.4282907662083,0.94,5,"primary","UNI","E88","PWD_PWD","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"118","E10aJCW",NA,NA,NA,NA,1,"LM0374","E10",NA,17.27,NA,NA,8,"primary","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","E10aJFX",0,0,0,0,1,"LM0399","E10",15.26,15.27,99.9345121152587,0.9,6,"primary","UNI","E88","PWD_PWD","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"120","E10aJGM",NA,NA,NA,NA,NA,"LM0375","E10",15.05,15.05,100,NA,0,"primary","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","E10aJIT",NA,NA,NA,NA,1,"LM0371","E10",NA,16.15,NA,NA,8,"primary","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","E10aJLF",12,11,8,13,1,"LM0377","E10",17.09,18.02,94.8390677025527,1.14,7,"primary","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220000,192982.456140351
"123","E10aJLH",1,0,0,0,1,"LM0387","E10",11.76,14.16,83.0508474576271,0.73,7,"primary","E88","E64","PWD_PWD","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,6849.31506849315
"124","E10aJNY",0,0,0,0,1,"LM0379","E10",14.23,14.8,96.1486486486487,1.35,3,"primary","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"125","E10aJPT",0,0,0,0,1,"LM0390","E10",15.52,16.32,95.0980392156863,0.62,1,"primary","E88","UNI","PWD_PWD","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"126","E10aJRO",NA,NA,NA,NA,NA,"LM0368","E10",21.51,21.51,100,NA,0,"primary","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","E10aJTJ",0,0,0,0,1,"LM0394","E10",16.33,14.48,112.776243093923,1.46,3,"primary","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"128","E10aJTY",0,0,0,0,1,"LM0381","E10",14.16,14.8,95.6756756756757,0.74,7,"primary","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"129","E10aJVK",6,5,1,2,1,"LM0380","E10",19.18,19.82,96.7709384460141,1.4,7,"primary","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,50000
"130","E10aJXJ",0,0,0,0,1,"LM0368","E10",20.54,21.51,95.4904695490469,1.13,10,"primary","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"131","E10aKAJ",0,0,0,0,1,"LM0382","E10",16,17.96,89.086859688196,1.49,2,"primary","E88","E88","PWD_PWD","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"132","E10aKAT",1,1,0,0,1,"LM0383","E10",11.89,14.04,84.6866096866097,0.04,8,"primary","E88","E88","PWD_PWD","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,250000
"133","E10aKBF",0,0,0,0,1,"LM0379","E10",13.7,14.8,92.5675675675675,0.98,2,"primary","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"134","E10aKBG",55,40,49,60,1,"LM0371","E10",12.62,16.15,78.1424148606811,0.2,5,"primary","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020000,5100000
"135","E10aKDN",NA,NA,NA,NA,NA,"LM0388","E10",22.81,22.81,100,NA,0,"primary","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","E10aKGF",0,0,0,0,1,"LM0380","E10",20.81,19.82,104.994954591322,1.3,3,"primary","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"137","E10aKJG",29,15,21,31,1,"LM0390","E10",16.64,16.32,101.960784313725,0.9,6,"primary","E88","UNI","PWD_PWD","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480000,533333.333333333
"138","E10aKJN",0,0,0,0,1,"LM0396","E10",17.69,17.64,100.283446712018,1.27,7,"primary","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"139","E10aKOV",0,0,0,0,1,"LM0376","E10",16.73,17.77,94.1474395047834,1.12,10,"primary","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"140","E10aKPA",2,1,2,0,1,"LM0384","E10",17.85,19.28,92.5829875518672,1.39,7,"primary","E88","E64","SCHUNT_SCHUNT","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,17985.6115107914
"141","E10aKSO",4,4,5,4,1,"LM0369","E10",17.85,19.22,92.8720083246618,1.63,5,"primary","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,52147.2392638037
"142","E10aKVQ",0,0,0,0,1,"LM0386","E10",16.32,16.9,96.5680473372781,0.99,3,"primary","E88","E64","PWD_PWD","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"143","E10aKVT",0,0,0,0,1,"LM0368","E10",20.99,21.51,97.582519758252,1.17,2,"primary","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"144","E10aKWX",0,0,0,0,1,"LM0397","E10",18.02,18.45,97.6693766937669,0.69,11,"primary","UNI","E64","PWD_PWD","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"145","E10aKXV",1,3,1,0,1,"LM0381","E10",14.33,14.8,96.8243243243243,0.93,6,"primary","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,26881.7204301075
"146","E10aKYA",0,0,0,0,1,"LM0392","E10",25.68,24.31,105.635540929659,1.59,10,"primary","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"147","E10aKZW",3,0,3,4,1,"LM0391","E10",11.69,15.73,74.3165924984107,0.15,8,"primary","E88","UNI","PWD_PWD","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,333333.333333333
"148","E10aKZX",0,0,0,0,1,"LM0375","E10",14.54,15.05,96.6112956810631,1.2,3,"primary","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"149","E10aLCS",0,0,0,0,1,"LM0396","E10",17.72,17.64,100.453514739229,0.8,8,"primary","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"150","E10aLEJ",94,82,89,92,1,"LM0375","E10",12.66,15.05,84.1196013289036,1,5,"primary","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1785000,1785000
"151","E10aLFS",0,6,0,4,1,"LM0375","E10",15.22,15.05,101.129568106312,1.84,8,"primary","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,27173.9130434783
